OBJECTID,Latitude,Longitude,Depth,Magnitude,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,T1_x,T1_y,T1_z,T1_az,T1_pl,T1_theta,P1_x,P1_y,P1_z,P1_az,P1_pl,P1_theta,B1_x,B1_y,B1_z,B1_az,B1_pl,B1_theta,tipo_falla1,T2_x,T2_y,T2_z,T2_az,T2_pl,T2_theta,P2_x,P2_y,P2_z,P2_az,P2_pl,P2_theta,B2_x,B2_y,B2_z,B2_az,B2_pl,B2_theta,tipo_falla2,ZONA
49,10.3,-86.26,30,4.95,309.8,20.7,105.7,146.5,70.1,-95.8,-0.419680871,-0.100611797,-0.902078285,256.5186753,64.4326077,25.5673923,0.80373729,0.420595542,-0.42083935,62.37694774,24.8875905,65.1124095,-0.421751508,0.901652182,0.09565045,334.9319645,5.488758362,84.51124164,INVERSA,-0.439549378,-0.793553611,0.420795687,208.9820704,24.88483275,65.11516725,-0.294398885,-0.315321256,-0.902165064,223.034683,64.44413085,25.55586915,-0.848602169,0.520427874,0.095022036,301.5198162,5.452588143,84.54741186,NORMAL,5
50,10.92,-86.85,33,5.53,295.4,18.1,116.4,143,73.8,-98.3,-0.480241189,0.120013281,-0.868887342,284.0309639,60.32959779,29.67040221,0.877133131,0.068444869,-0.475344897,85.53811009,28.3818086,61.6181914,-0.00242318,0.990410073,0.13813767,359.859818,7.940095535,82.05990447,INVERSA,-0.444610067,-0.759629817,0.474641369,210.3403675,28.33600216,61.66399784,-0.372691057,-0.324965406,-0.869194375,228.9134229,60.3651552,29.6348448,-0.814507989,0.563347162,0.138624348,304.6693252,7.968251033,82.03174897,NORMAL,5
51,10.29,-86.46,25,5.2,289.3,7.7,126.6,146.1,83.8,-94.6,-0.580868762,0.243281346,-0.776791908,292.7250691,50.96777674,39.03222326,0.759704962,-0.1806538,-0.624669974,103.3761999,38.65796849,51.34203151,0.292300962,0.952983941,0.079885897,17.05191896,4.582007104,85.4179929,OBLICUA,-0.387465404,-0.678285193,0.624339457,209.7368486,38.63372174,51.36627826,-0.396691745,-0.488663753,-0.77707361,219.069304,50.99341333,39.00658667,-0.832169586,0.548759449,0.079729838,303.4021453,4.573036986,85.42696301,OBLICUA,5
52,10.53,-85.93,40,5.1,141.7,36,-73.6,341.7,55.7,101.6,-0.754400342,-0.633112745,-0.173344673,229.9957353,9.982342694,80.01765731,0.23920662,-0.019235655,-0.970778132,94.59751235,76.11471172,13.88528828,-0.61127761,0.773820549,-0.165956144,321.6931165,9.552783338,80.44721666,NORMAL,-0.074139285,0.228648283,-0.970681889,342.0346956,76.09175183,13.90824817,-0.440970207,-0.880545956,-0.173735708,206.6013338,10.00509251,79.99490749,0.894454383,-0.415161152,-0.166110128,114.8983795,9.56173011,80.43826989,INVERSA,5
53,10.49,-86.46,30,5.42,317.6,10.1,98.7,146.4,80,-91.5,-0.459381563,-0.34446744,-0.818725083,233.1355892,54.95737259,35.04262741,0.626612603,0.527608797,-0.573572666,49.90256868,34.99973628,55.00026372,-0.629543664,0.776512164,0.026526115,320.9671936,1.520012718,88.47998728,INVERSA,-0.437871247,-0.692497312,0.57333781,212.3054747,34.98331091,55.01668909,-0.332852924,-0.467535822,-0.818913418,215.4482164,54.97617015,35.02382985,-0.835151305,0.549415806,0.025779262,303.33947,1.47720654,88.52279346,NORMAL,5
54,10.86,-86.91,31,5.46,305.9,12.8,111.6,148,78.1,-94.8,-0.545063199,-0.073214292,-0.83519206,262.3496746,56.63584205,33.36415795,0.798862927,0.256934655,-0.543877383,72.17088722,32.94798123,57.05201877,-0.254409381,0.963651519,0.081557442,345.2110233,4.678093145,85.32190686,INVERSA,-0.393473999,-0.741346979,0.543675334,207.957374,32.934187,57.065813,-0.339839237,-0.432199512,-0.83529209,218.1780324,56.64626483,33.35373517,-0.854217481,0.513427929,0.081879522,301.007997,4.696608895,85.30339111,NORMAL,5
55,10.37,-86.8,18,5.06,268.1,14.1,-130.6,46.6,79.3,80.7,-0.707848356,-0.436938245,0.555009616,238.3139362,33.71137714,56.28862286,-0.363514116,-0.448360988,-0.816596541,219.0338305,54.74553152,35.25446848,-0.60564692,0.77978035,-0.158538369,322.1639013,9.122068088,80.87793191,NORMAL,-0.332183291,0.47140392,-0.816965486,324.8288693,54.78217087,35.21782913,0.67748256,-0.483389611,-0.554393241,125.5081827,33.66893287,56.33106713,0.656255776,0.73764004,0.158793983,41.65851135,9.136901597,80.8630984,INVERSA,5
56,10.63,-86.6,34,5.65,308,12.7,105.8,144.2,77.8,-93.5,-0.519072076,-0.161217941,-0.839388441,252.7457942,57.07559675,32.92440325,0.764072093,0.352632933,-0.540225741,65.22583159,32.69900737,57.30099263,-0.383090089,0.92176938,0.059859779,337.4320846,3.43176422,86.56823578,INVERSA,-0.456520979,-0.706778461,0.5404191,212.8591479,32.71217334,57.28782666,-0.352051282,-0.414334629,-0.839277493,220.3538453,57.06390312,32.93609688,-0.817097601,0.57340302,0.059669813,305.0594831,3.420860481,86.57913952,NORMAL,5
57,10.85,-86.81,35,5.7,306,19.7,108.7,145.8,71.4,-96.5,-0.450563736,-0.047127687,-0.891499468,264.0287374,63.06227829,26.93772171,0.836242109,0.327339427,-0.439940945,68.62258935,26.10011328,63.89988672,-0.312556324,0.943730831,0.108077119,341.6755303,6.204481736,83.79551826,INVERSA,-0.436444667,-0.784619655,0.440327207,209.0849988,26.12476012,63.87523988,-0.316942068,-0.323955261,-0.891403788,224.3730504,63.05017979,26.94982021,-0.842059249,0.528606645,0.10729043,302.1187401,6.159144147,83.84085585,NORMAL,5
58,10.51,-86.01,34,5.05,64.9,81.2,30.2,160,60.2,-10.2,-0.324276296,0.826764782,-0.459679105,338.5837383,27.36640264,62.63359736,0.94131585,0.2339181,-0.24332446,76.04460948,14.08283612,75.91716388,0.093644831,0.511607582,0.854100889,10.37261619,58.66054634,31.33945366,OBLICUA,-0.885110033,-0.397052573,-0.242753959,245.8394154,14.04913844,75.95086156,0.465380972,-0.756143542,-0.460073357,148.3890975,27.39184119,62.60815881,0.000883528,0.520188617,-0.854050948,0.097315475,58.65504523,31.34495477,TRANSCURRENTE,5
59,10.79,-86.92,36,4.96,309.3,28.8,104.1,145.3,62.1,-97.6,-0.310555387,-0.031580183,-0.950030549,264.1935874,71.810734,18.189266,0.837774718,0.463104205,-0.289254243,61.06710751,16.81331391,73.18668609,-0.449097844,0.885741039,0.117362427,333.1135952,6.739905062,83.26009494,INVERSA,-0.465572332,-0.836648586,0.28855077,209.0947557,16.77121261,73.22878739,-0.245932197,-0.190894446,-0.950303459,232.1811129,71.86089303,18.13910697,-0.850152786,0.513398922,0.116883652,301.1273658,6.712283169,83.28771683,NORMAL,5
60,10.3,-86.45,21,5.82,296.6,8.8,115.1,142,82,-93.8,-0.603397337,0.033302585,-0.796744998,273.1590521,52.82038714,37.17961286,0.796851759,0.063572174,-0.600820982,85.438651,36.92871881,53.07128119,-0.03064192,0.997421434,0.064896503,358.240362,3.72091068,86.27908932,OBLICUA,-0.454627582,-0.658014452,0.600275556,214.6409131,36.88963542,53.11036458,-0.407575859,-0.445555628,-0.797096043,222.4509854,52.85368282,37.14631718,-0.791956868,0.607039672,0.065628927,307.4703805,3.762965135,86.23703486,OBLICUA,5
61,10.33,-86.43,28,4.95,290.1,21.8,120.9,142.9,71.4,-101.6,-0.407230897,0.237654161,-0.88186365,300.2672279,61.86799805,28.13200195,0.900437028,-0.057166347,-0.431213599,93.63268089,25.54460287,64.45539713,0.152892629,0.969666184,0.190712703,8.960372066,10.99437966,79.00562034,INVERSA,-0.424118449,-0.796497444,0.430947053,208.0343799,25.52767755,64.47232245,-0.384389531,-0.272541734,-0.882023634,234.6624113,61.88744507,28.11255493,-0.819980628,0.539734032,0.190575302,303.3540232,10.98636004,79.01363996,NORMAL,5
62,10.76,-85.65,64,4.89,39.8,57.4,25.8,144.4,68.5,-35.4,-0.213926193,-0.737788444,0.640237297,196.169834,39.80951638,50.19048362,-0.976557757,0.177550389,-0.121699655,280.3045303,6.990204637,83.00979536,0.023885782,0.651263442,0.758475707,2.100442459,49.33000324,40.66999676,OBLICUA,-0.939028897,-0.321483138,0.121956229,251.1010002,7.00501558,82.99498442,0.173066171,-0.748402278,-0.640267234,166.9793676,39.81174937,50.18825063,-0.297107439,0.580122938,-0.758409221,332.8809421,49.32415834,40.67584166,TRANSCURRENTE,5
63,10.56,-86.54,31,5.1,306.6,14.6,109.7,146.9,76.3,-95,-0.516217332,-0.086469557,-0.852081382,260.4908876,58.43877879,31.56122121,0.80240563,0.299011744,-0.516466051,69.56238646,31.09549834,58.90450166,-0.29944093,0.950323625,0.084971385,342.5106919,4.874379424,85.12562058,INVERSA,-0.414646348,-0.748917698,0.516904911,208.9715786,31.12486713,58.87513287,-0.3356857,-0.40208934,-0.85184463,219.856936,58.41287189,31.58712811,-0.845803474,0.526731852,0.084676085,301.9129639,4.857398765,85.14260123,NORMAL,5
64,10.35,-86.27,27,5.02,313.2,10.7,103.9,147.3,79.6,-92.6,-0.512242697,-0.248004333,-0.822253775,244.1658711,55.31104583,34.68895417,0.703649626,0.427747403,-0.567370569,58.70465367,34.56707029,55.43292971,-0.492427276,0.869209992,0.044602328,330.4674576,2.556373199,87.4436268,INVERSA,-0.417627766,-0.709896558,0.567127787,210.4680366,34.55017945,55.44982055,-0.333835777,-0.460628205,-0.82242041,215.9323537,55.32782523,34.67217477,-0.845068473,0.532793143,0.044617741,302.2303383,2.557257201,87.4427428,NORMAL,5
65,10.5,-86.66,19,5.36,288.9,9.4,121.9,141.1,82,-95,-0.572095014,0.199084351,-0.795658668,289.1874755,52.71751284,37.28248716,0.79061972,-0.124266622,-0.599565063,98.93245576,36.83875393,53.16124607,0.218237836,0.972071617,0.0863077,12.65354846,4.951226908,85.04877309,OBLICUA,-0.453316544,-0.659941546,0.599150455,214.4853316,36.80907764,53.19092236,-0.426114655,-0.429949486,-0.795970942,224.7433391,52.74705993,37.25294007,-0.782898724,0.616133585,0.086307549,308.2023971,4.951218256,85.04878174,OBLICUA,5
66,10.79,-86.59,32,5.08,306,25.9,106.7,144.4,65.3,-97.9,-0.362454974,-0.012176649,-0.931921736,268.0758761,68.73638778,21.26361222,0.862209861,0.375269828,-0.340245075,66.47930796,19.89180609,70.10819391,-0.353865154,0.92683563,0.125519589,339.1031809,7.21076237,82.78923763,INVERSA,-0.465310672,-0.816893433,0.340838814,209.6662718,19.92798739,70.07201261,-0.282615233,-0.227798415,-0.931792097,231.1298906,68.71591587,21.28408413,-0.838817387,0.529899047,0.124869494,302.281486,7.173219292,82.82678071,NORMAL,5
67,10.97,-86.83,32,5.83,309.1,14.9,106.2,145.8,75.7,-94.2,-0.492556999,-0.146083119,-0.857932005,253.4806362,59.08517547,30.91482453,0.774759045,0.375422501,-0.508730153,64.14671272,30.57928282,59.42071718,-0.396403867,0.915269178,0.071737762,336.5825222,4.113804657,85.88619534,INVERSA,-0.440212822,-0.739887916,0.508702804,210.7514738,30.57746275,59.42253725,-0.330063535,-0.393539324,-0.858012158,219.9867406,59.09411543,30.90588457,-0.835027385,0.545612199,0.070968965,303.160856,4.069643258,85.93035674,NORMAL,5
68,10.71,-86.93,23,4.79,287.1,18.7,114,132.3,73,-97.8,-0.452706585,0.161637765,-0.876886527,289.6489796,61.26903784,28.73096216,0.886077703,-0.028315401,-0.462671094,91.83031472,27.5596031,62.4403969,0.099614515,0.986443851,0.130405052,5.766378019,7.492999313,82.50700069,INVERSA,-0.587054832,-0.663926454,0.463215164,221.4836498,27.59477155,62.40522845,-0.413236429,-0.246268562,-0.876691194,239.2071399,61.24576414,28.75423586,-0.696133807,0.706083182,0.129785447,315.4065331,7.457194321,82.54280568,NORMAL,5
69,10.35,-86.43,29,4.91,276.7,32.5,122.2,133.4,63,-108.8,-0.167824036,0.359676632,-0.917860454,334.9863846,66.61527237,23.38472763,0.922491104,-0.271023627,-0.274875167,106.3725445,15.95457507,74.04542493,0.347628043,0.892848763,0.286314214,21.27330482,16.63742152,73.36257848,INVERSA,-0.52199886,-0.80726067,0.275404067,212.8879155,15.98609538,74.01390462,-0.393538636,-0.058520102,-0.917443589,261.5419646,66.55516789,23.44483211,-0.756732801,0.587286649,0.287140837,307.8143925,16.68685929,73.31314071,NORMAL,5
70,10.71,-86.63,33,5.94,311.8,13.7,99.4,141.5,76.5,-92.3,-0.457389278,-0.254033544,-0.852210072,240.9522511,58.45286886,31.54713114,0.7070788,0.477281742,-0.52176787,55.98045228,31.45091161,58.54908839,-0.539290849,0.841230704,0.038681818,327.3371372,2.216857997,87.783142,INVERSA,-0.508489765,-0.684844461,0.521944655,216.5934956,31.46278577,58.53721423,-0.347554221,-0.391350326,-0.852086255,221.6079521,58.43931225,31.56068775,-0.787809763,0.614681208,0.039022948,307.9628028,2.236418064,87.76358194,NORMAL,5
71,10.36,-86.42,25,5.13,289,9.7,115.7,135,81.3,-94.2,-0.581015769,0.124252501,-0.804351908,282.0711013,53.54771186,36.45228814,0.806313903,-0.046676132,-0.589643306,93.31305721,36.13170022,53.86829978,0.110808692,0.991152185,0.07306695,6.37905668,4.19016191,85.80983809,OBLICUA,-0.533055148,-0.606293345,0.590136077,221.3220435,36.16666523,53.83333477,-0.455438739,-0.382200542,-0.80405118,229.9968948,53.51872182,36.48127818,-0.713041208,0.697374452,0.07239551,314.3635904,4.151589076,85.84841092,OBLICUA,5
72,10.36,-86.45,24,4.78,296.3,23.1,105.9,133.5,67.8,-96.7,-0.397901448,0.01943114,-0.917222366,272.795764,66.52333041,23.47666959,0.895315573,0.226406233,-0.383601671,75.80862712,22.55695766,67.44304234,-0.200211043,0.973839129,0.10748437,348.382467,6.170320722,83.82967928,INVERSA,-0.610584032,-0.693155151,0.383044483,221.3760649,22.52239293,67.47760707,-0.339205746,-0.208161695,-0.917392048,238.4636481,66.54774672,23.45225328,-0.715630213,0.690075826,0.108022004,313.9585324,6.201305264,83.79869474,NORMAL,5
73,10.29,-86.47,23,4.88,309.2,13,95.8,135.2,77.1,-91.3,-0.453087993,-0.2773196,-0.847233799,238.5306311,57.91206476,32.08793524,0.699620178,0.478386343,-0.530733561,55.63645713,32.05503202,57.94496798,-0.552487898,0.833210865,0.022732721,326.4523215,1.302601156,88.69739884,INVERSA,-0.585499261,-0.612368095,0.53122117,223.7150391,32.08800158,57.91199842,-0.385853444,-0.365789712,-0.846944512,226.5290424,57.8808767,32.1191233,-0.712957037,0.700858903,0.022114732,314.5097275,1.267184132,88.73281587,NORMAL,5
74,10.79,-85.69,61,5.18,62.1,58.3,67.2,203.4,38.3,-57.9,-0.100748575,0.363397433,-0.926170627,344.5044585,67.84554276,22.15445724,0.962623515,-0.199629107,-0.183041491,101.715943,10.54696845,79.45303155,0.251407423,0.909994794,0.329702566,15.44406385,19.25072346,70.74927654,INVERSA,-0.01589212,0.982859572,0.183669548,359.0736499,10.58357405,79.41642595,0.332207971,0.178447723,-0.926171838,61.75723531,67.8457268,22.1542732,0.943072269,-0.046297654,0.329349697,92.81052929,19.22930952,70.77069048,NORMAL,5
75,10.3,-86.36,29,4.85,298.2,12.1,115.7,144.4,79.1,-95.3,-0.563329226,0.04588842,-0.824957233,274.6569931,55.58415563,34.41584437,0.824587593,0.094197088,-0.557837082,83.4830443,33.90634911,56.09365089,-0.052110307,0.994495431,0.090902994,357.0005165,5.215557797,84.7844422,INVERSA,-0.428591786,-0.710853544,0.55767044,211.08685,33.89484577,56.10515423,-0.379801992,-0.418298937,-0.82509178,222.2384392,55.59779754,34.40220246,-0.819792369,0.565431904,0.090704103,304.5950289,5.204114911,84.79588509,NORMAL,5
76,10.57,-86.4,30,5.07,311.8,15,101.5,143.7,75.3,-93.1,-0.456480298,-0.219033909,-0.86235137,244.3668124,59.58162863,30.41837137,0.729343451,0.463001725,-0.503674034,57.59180768,30.24337129,59.75662871,-0.509591864,0.858867597,0.051600218,329.318075,2.957788288,87.04221171,INVERSA,-0.480167808,-0.718261565,0.503526763,213.7632762,30.23360432,59.76639568,-0.329660739,-0.384186409,-0.862394689,220.6320673,59.58653118,30.41346882,-0.812873098,0.580087172,0.052308692,305.5126314,2.998435726,87.00156427,NORMAL,5
77,10.43,-86.81,12,5.23,294.4,11.1,101.1,125.7,79.1,-92.2,-0.552345506,-0.101069988,-0.827465588,259.6305481,55.83926608,34.16073392,0.800294774,0.213544765,-0.560291806,75.05970512,34.07598046,55.92401954,-0.233329631,0.971691047,0.037064708,346.4973658,2.124137858,87.87586214,INVERSA,-0.656534315,-0.505193242,0.560127201,232.4222613,34.06459498,55.93540502,-0.471205534,-0.305170047,-0.827548541,237.0714205,55.84773128,34.15226872,-0.589005974,0.807249051,0.037695244,323.8837928,2.160290176,87.83970982,NORMAL,5
78,10.98,-86.89,28,5.94,290.5,8.2,119.6,140.4,82.9,-94.1,-0.5978522,0.149355764,-0.787569427,284.026566,51.95894734,38.04105266,0.786786261,-0.078716213,-0.612185542,95.71330319,37.7477002,52.2522998,0.153427922,0.985645278,0.070450402,8.847792266,4.039857206,85.96014279,OBLICUA,-0.46388423,-0.640053209,0.612489437,215.9330544,37.76972394,52.23027606,-0.430657018,-0.441261409,-0.787288322,224.3031953,51.93281814,38.06718186,-0.774174369,0.628983512,0.070949197,309.0923805,4.068507792,85.93149221,OBLICUA,5
79,10.98,-86.75,33,6.37,311,12.1,101.8,143.1,78.2,-92.5,-0.493778372,-0.237637389,-0.836487532,244.3001972,56.77104936,33.22895064,0.717508566,0.43212308,-0.546306783,58.94133895,33.1140099,56.8859901,-0.491288486,0.869941443,0.042866169,330.5449572,2.456803331,87.54319667,INVERSA,-0.477662458,-0.687556626,0.546904437,214.7886568,33.15490251,56.84509749,-0.353515794,-0.419468868,-0.836105527,220.1231856,56.7311293,33.2688707,-0.80427928,0.592715577,0.042697596,306.3884488,2.447135976,87.55286402,NORMAL,5
80,10.62,-86.42,37,5.09,319,22.1,96,145.5,68,-92.4,-0.308716368,-0.242475766,-0.919728061,231.8527691,66.8863587,23.1136413,0.65778009,0.644027644,-0.390581294,45.60525669,22.99067406,67.00932594,-0.687036795,0.725557646,0.039326144,316.5620445,2.253803269,87.74619673,INVERSA,-0.496845248,-0.775192275,0.39015604,212.6570949,22.96420902,67.03579098,-0.24584699,-0.305431637,-0.919929765,218.8311648,66.91581623,23.08418377,-0.832288446,0.552981421,0.03882643,303.6004919,2.225149879,87.77485012,NORMAL,5
81,10.94,-86.69,35,4.91,16.6,25.1,-40.3,249.1,74.1,109.7,-0.312797274,-0.838421461,0.446326471,200.4594789,26.50823724,63.49176276,-0.484184176,-0.26351553,-0.834341207,241.4429134,56.54730232,33.45269768,-0.81714353,0.47708387,0.323523465,300.2782379,18.87614355,71.12385645,NORMAL,-0.549961822,-0.045140078,0.833969045,265.3077627,56.50864019,33.49135981,-0.720656786,0.530342143,-0.446532202,306.3499094,26.52141034,63.47858966,0.422132432,0.846581115,0.324198435,26.50231224,18.91701951,71.08298049,INVERSA,5
82,10.46,-86.67,23,5.05,299.6,13.8,110.4,140.6,77.1,-94.9,-0.534719925,-0.020290975,-0.8447857,267.8268443,57.64898262,32.35101738,0.828032954,0.186915966,-0.52860557,77.27954313,31.91128714,58.08871286,-0.168629857,0.982166329,0.083146096,350.2577735,4.769426559,85.23057344,INVERSA,-0.490655685,-0.692490746,0.528879537,215.3190035,31.92978091,58.07021909,-0.38433334,-0.372738327,-0.844602879,225.8774511,57.62941262,32.37058738,-0.782013352,0.617675243,0.083261102,308.3035335,4.776038864,85.22396114,NORMAL,5
83,10.57,-86.53,31,5.11,305.4,17.4,100.3,136.2,72.9,-93.2,-0.442021956,-0.159021369,-0.88279601,250.2133495,61.98150593,28.01849407,0.78674565,0.404003747,-0.466703605,62.81893364,27.82053224,62.17946776,-0.430868742,0.900829161,0.053469156,334.4380987,3.065018618,86.93498138,INVERSA,-0.58297881,-0.664953006,0.466876008,221.2417518,27.8317018,62.1682982,-0.352587965,-0.310647007,-0.882711824,228.6183924,61.97123962,28.02876038,-0.731995515,0.679217151,0.053353805,312.8581762,3.058400015,86.94159998,NORMAL,5
84,10.41,-86.76,15,4.99,286.6,14.1,109,126.1,76.7,-94.7,-0.522100595,0.084578393,-0.848679836,279.2017696,58.0683701,31.9316299,0.85226539,0.013848007,-0.522926322,89.06911325,31.52874887,58.47125113,0.032475743,0.996320595,0.07931329,1.866933656,4.549094713,85.45090529,INVERSA,-0.652867193,-0.547786867,0.523157698,230.0017384,31.54430298,58.45569702,-0.459155355,-0.263113922,-0.848497156,240.1856093,58.04858611,31.95141389,-0.602445673,0.794166615,0.079740825,322.8164637,4.573668536,85.42633146,NORMAL,5
85,10.32,-86.4,20,6.17,302.7,6.9,110.9,143.7,83.6,-92.5,-0.616651686,-0.09612265,-0.78134572,261.1401283,51.38395393,38.61604607,0.75962365,0.187909019,-0.622625177,76.1056028,38.50809326,51.49190674,-0.20667029,0.977471553,0.042857376,348.0615759,2.456299067,87.54370093,OBLICUA,-0.437768306,-0.648048788,0.623210782,214.0397153,38.55098377,51.44901623,-0.394247057,-0.484602875,-0.780851658,219.1299634,51.33861865,38.66138135,-0.808039707,0.587531124,0.043347548,306.0211529,2.484409995,87.51559,OBLICUA,5
1,10.135,-84.152,93.2,3.1,5.8,74.4,174.2,274.2,84.4,-15.7,-0.766768886,0.587362474,-0.258980307,307.4529393,15.00956581,74.99043419,0.629118328,0.767782014,-0.12132975,39.33109017,6.968852439,83.03114756,-0.12757588,0.255961135,0.958231857,333.5074647,73.38181602,16.61818398,TRANSCURRENTE,-0.770318991,0.625990199,-0.121428675,309.0986085,6.97456262,83.02543738,0.633365319,0.729070331,-0.259431735,40.98182815,15.03634599,74.96365401,0.073871679,0.276753903,0.958097204,14.94506953,73.35486078,16.64513922,TRANSCURRENTE,6
2,9.813,-84.48,41.8,3.3,110.7,29.2,58.8,256,65.3,-106.1,-0.041711985,-0.407340831,0.912323165,185.8467484,65.82839625,24.17160375,-0.687110132,-0.651216468,-0.322175075,226.5362936,18.79451533,71.20548467,-0.725354932,0.640305052,0.25272448,311.4363649,14.63879165,75.36120835,INVERSA,-0.946223743,0.033825945,-0.321739698,272.0473582,18.76816712,71.23183288,0.300436062,-0.277001255,-0.912692981,132.6759744,65.88019541,24.11980459,0.119995002,0.960273977,-0.25194263,7.122710788,14.59249686,75.40750314,NORMAL,6
3,9.61,-83.571,10.2,3.6,345.2,60.1,177.7,254,88,-29.9,-0.530124784,0.759457093,-0.377084391,325.0837552,22.15319966,67.84680034,0.843295443,0.42584628,-0.327883731,63.20719446,19.14037681,70.85962319,0.08843364,0.491812841,0.866198373,10.19351605,60.01982672,29.98017328,OBLICUA,-0.522163028,0.787419502,-0.327591667,326.4503706,19.12266448,70.87733552,0.836438172,0.397846877,-0.376947008,64.56217913,22.14470105,67.85529895,0.166484104,0.470837966,0.866368659,19.47314003,60.03935755,29.96064245,TRANSCURRENTE,6
4,9.706,-83.559,10.2,4.3,60.7,15.1,-26.5,305,83.3,76.4,-0.116597012,0.791077853,-0.600500597,351.615538,36.9057587,53.0942413,-0.204681164,-0.610784949,-0.764883891,198.5266019,49.89666359,40.10333641,0.971859433,-0.033727985,-0.233134436,91.98762891,13.48167964,76.51832036,OBLICUA,-0.604956995,-0.220616546,0.765085206,249.9640294,49.91457296,40.08542704,-0.545587434,-0.585003336,-0.600087868,223.0033,36.87619097,53.12380903,-0.579966711,0.780448228,-0.233536245,323.3832203,13.50535514,76.49464486,OBLICUA,6
5,9.674,-84.132,43.3,3.6,183.1,31.2,-9.8,84.7,84.9,59.2,-0.670392553,-0.506243716,-0.542486059,232.9418971,32.85303656,57.14696344,0.710010736,-0.22528507,-0.667181678,107.6041349,41.84991626,48.15008374,-0.215542522,0.832444555,-0.510467907,345.4833747,30.6950018,59.3049982,OBLICUA,-0.614090279,0.420591015,-0.667829565,304.4072805,41.89976978,48.10023022,0.788502251,0.29047644,-0.542114044,69.776701,32.8276673,57.1723327,0.034019542,0.85949208,0.510015721,2.266640108,30.66487689,59.33512311,OBLICUA,6
6,9.776,-83.606,1.9,4.5,90,19.9,0,360,90,70.1,-0.240684688,0.707106781,-0.664884111,341.2024758,41.67343531,48.32656469,-0.240684688,-0.707106781,-0.664884111,198.7975242,41.67343531,48.32656469,0.940288127,-8.32667E-17,-0.34037955,90,19.9,70.1,OBLICUA,-0.240684688,-0.707106781,0.664884111,198.7975242,41.67343531,48.32656469,0.240684688,-0.707106781,-0.664884111,161.2024758,41.67343531,48.32656469,-0.940288127,1.66533E-16,-0.34037955,270,19.9,70.1,OBLICUA,6
7,10.211,-84.169,100.4,4,299.8,45.3,-167.9,38.4,81.4,134.7,-0.183014606,-0.901569252,0.392018542,191.4748718,23.08015741,66.91984259,0.689282541,-0.401999966,-0.602731787,120.2513813,37.06579901,52.93420099,-0.700995887,-0.159902816,-0.69500781,257.1502315,44.02783959,45.97216041,OBLICUA,-0.777384768,0.180079839,-0.602697415,283.0424264,37.06333105,52.93666895,0.091174052,-0.915768663,-0.391222505,174.3143608,23.03058862,66.96941138,0.622382692,0.359080781,-0.695486001,60.01740445,44.06595785,45.93404215,OBLICUA,6
8,9.652,-84.193,18.5,4.4,225.3,39.8,15.9,327.7,79.9,-128.7,-0.262408746,-0.697069846,-0.66725953,200.6286166,41.85590473,48.14409527,0.905861263,0.060320512,-0.419257449,86.19034816,24.78771601,65.21228399,-0.332501162,0.714461382,-0.615619941,335.0433356,37.9969801,52.0030199,OBLICUA,-0.049999599,-0.906473183,-0.419292749,183.1571436,24.78994381,65.21005619,0.693977974,0.270382965,-0.667298751,68.7134561,41.85892189,48.14107811,-0.718258039,0.324344602,-0.615553383,294.3025618,37.99214112,52.00785888,OBLICUA,6
9,9.659,-84.213,15.6,2.7,145,24.9,140.9,18.6,74.6,-70.2,-0.510756374,0.227276682,0.829140059,293.9881366,56.0105023,33.9894977,-0.852283605,-0.260474753,-0.453613888,253.0058097,26.97578477,63.02421523,-0.112874192,0.938348663,-0.32674333,353.1408333,19.07122762,70.92877238,INVERSA,-0.046779502,0.889956828,0.453639199,356.9910859,26.97741204,63.02258796,-0.388101356,0.402265497,-0.829192262,316.026686,56.01585298,33.98414702,0.920428713,0.21484719,-0.326575672,76.86122605,19.06106397,70.93893603,NORMAL,6
10,10.216,-84.19,89.5,3.1,70,45.2,-81.5,261.9,45.5,81.6,-0.898797154,0.438360118,-0.002020554,295.999354,0.115769315,89.88423069,-0.044169881,-0.095148186,-0.994482702,204.9017657,83.97855485,6.021445153,0.436133807,0.893748975,-0.104881233,26.01156339,6.020323915,83.97967609,NORMAL,-0.00065132,-0.104244507,-0.994551486,180.3579796,84.01624164,5.983758362,-0.999276757,0.037880939,-0.003316099,272.1709493,0.189998799,89.8100012,-0.03802023,-0.993830024,0.104193786,182.1908544,5.980719106,84.01928089,INVERSA,6
11,10.209,-84.323,87.5,3.3,326,40,-178.1,57.4,88.8,130,-0.321688995,0.786894395,-0.526605546,337.7648465,31.77639084,58.22360916,0.830017128,-0.033266946,-0.556744895,92.29517672,33.83098309,56.16901691,0.455617996,0.616190328,0.642434215,36.47963416,39.97357322,50.02642678,OBLICUA,-0.830898199,-0.008137911,-0.556364949,269.4388566,33.80478064,56.19521936,0.360248111,-0.769907757,-0.526747895,154.9246013,31.78598538,58.21401462,0.424063063,0.638103299,-0.642646636,33.60674233,39.98945676,50.01054324,OBLICUA,6
